#_prob       var_1    var_2    var_3    var_4    var_5    var_6    var_7    var_8    var_9    var_10    var_11    var_12    var_13    var_14 
0.050000  9.10792 13.44456 18.00000 15.67544 10.66025 10.27889  7.43303  3.06300 10.67516  3.92428 16.86693  8.73628  8.62284 11.45384
0.050000  8.62284 11.45384 11.74734  3.41421  5.87298 10.95014 15.27518  5.12917 12.57113  8.38751  7.51305 12.70871 10.31754 15.54356
0.050000 11.12588  7.86302  8.12404  8.43534 12.26795 12.47006 14.01253  4.08452 13.97680  5.02782 13.35642 11.50000 13.57738 12.15505
0.050000 14.87652 12.81087 11.22497 19.17157 11.32738  5.54965 10.31981  5.41886  8.79144  6.75431  8.77014 13.67712  9.93710 20.38562
0.050000 12.50000 12.15505 16.53590  6.25198  8.70820  8.49783  3.57071  3.60884  6.69558  2.04939  5.59161 12.04196 12.01564  8.93722
0.050000 11.55903 14.80369 13.36675 10.33810  7.74456  9.05925  8.50000  6.29289 24.78286  1.18322 10.20512  7.39922 14.19052 14.80369
0.050000  6.36931 16.33464 12.78890  5.16228 11.94987  7.45010 10.78108  3.46447 14.73539  3.54965 12.60078  9.87412  9.10792  7.86302
0.050000 10.71291  6.54148 14.70850  9.03852 11.64365 14.38751 11.27942  3.91779 11.91429  9.05025  9.70215  4.07409 11.55903 19.17376
0.050000  7.37171  4.62202  8.83176 11.80196  6.58258  6.48334  6.83740  3.32577 10.08771  7.79516  7.12355  2.77482 14.87652 12.81087
0.050000 14.19052 10.69626  2.44949  4.44949  9.54983 11.67534  4.60977  2.93541 11.28324  3.13050 14.23030 10.61252 10.71291 21.87652
0.050000 13.57738  8.93722  9.48683 13.51472  5.00000  7.96256  9.44722  4.87868 13.25721  4.27889 11.92540  7.87386  8.06186 10.69626
0.050000 16.64590  9.86607  7.34847 11.04555 13.22540  5.00000 12.43656  2.79057 20.80625  5.42679  6.38057  9.13327 12.50000  4.62202
0.050000 18.06351 15.54356 14.00000  7.30306  9.93725 15.65259  7.98436  4.26139 18.34858  5.84525  7.91623  4.96863  7.37171 13.44456
0.050000  9.93710 20.38562 12.25403  5.74166 12.65836  6.95776  6.18466  4.65479 16.40043 12.12917  8.33464  9.51176  9.54148 17.18929
0.050000  9.54148 19.17376  4.24264 14.51669  7.19615  9.65109 11.82554  3.19211 15.54006  4.64586  6.02502  6.32447  6.36931 16.33464
0.050000 15.66987 18.12588 15.52786  7.85786  3.73205  4.32379  8.98610  2.35355 19.48824 10.75963 15.30541 10.23030 13.01788 14.10620
0.050000 13.01788 24.04196  6.48074 12.61917  8.24500 17.49002  9.88686  4.45049  7.93684  7.25463 10.73864  8.31779 18.06351  6.54148
0.050000  8.06186 17.18929 10.67708 17.10102  9.14143 13.35922  5.45436  2.61237 22.42775  6.28638  6.74643 11.03137 15.66987 18.12588
0.050000 10.31754 14.10620  5.47723  9.67117 10.30662  6.02502  2.06155  5.77526 17.32995  9.81670 11.30910  6.88643 11.12588  9.86607
0.050000 12.01564 21.87652 10.09950  6.76845 11.00000  3.34164 13.14319  3.75963  9.48609  2.64575  9.22503  5.69574 16.64590 24.04196
