param NumStages := 6 ;

param NumResources := 2 ;

param FixedCost :=
1    1    2413.78210903
1    2    8928.1171765
;

param MarginalCost :=
1    1    565.358614888
1    2    719.458305666
;

param Demand :=
1    60.0410560648
;

param FixedCost :=
2    1    4183.50081152
2    2    2655.02485067
;

param MarginalCost :=
2    1    309.79038831
2    2    663.239697528
;

param Demand :=
2    30.5679441421
;

param FixedCost :=
3    1    7666.90054868
3    2    4287.13773389
;

param MarginalCost :=
3    1    195.048362316
3    2    38.9245895156
;

param Demand :=
3    36.8211099808
;

param FixedCost :=
4    1    4570.1709876
4    2    6654.54932675
;

param MarginalCost :=
4    1    439.171016828
4    2    499.654062659
;

param Demand :=
4    41.3190983456
;

param FixedCost :=
5    1    8647.08796696
5    2    3882.50275119
;

param MarginalCost :=
5    1    81.751832218
5    2    742.092682598
;

param Demand :=
5    98.0374717737
;

param FixedCost :=
6    1    3746.53294245
6    2    2339.52296515
;

param MarginalCost :=
6    1    833.035325583
6    2    24.4928641395
;

param Demand :=
6    91.3738991366
;
