param NumStages := 4 ;

param NumResources := 2 ;

param FixedCost :=
1    1    4503.11643877
1    2    1488.77848974
;

param MarginalCost :=
1    1    264.176773447
1    2    668.867976646
;

param Demand :=
1    87.1196767839
;

param FixedCost :=
2    1    2222.55998069
2    2    6484.94201303
;

param MarginalCost :=
2    1    890.85444618
2    2    132.43845298
;

param Demand :=
2    97.7688955766
;

param FixedCost :=
3    1    4354.04474833
3    2    1372.0421162
;

param MarginalCost :=
3    1    366.619005172
3    2    734.724053525
;

param Demand :=
3    40.6948688911
;

param FixedCost :=
4    1    8731.66496349
4    2    8839.45140407
;

param MarginalCost :=
4    1    220.806910759
4    2    813.529693203
;

param Demand :=
4    77.7734354676
;
