,"Titles Napo 8 : MSDs",,,,,,,,,,,,,,,,,,,,,
,"ES (Spanish)","CS (Czech)","DA (Danish)","DE (German)","ET (Estonian)","EL (Greek)","EN (English)","FR (French)","IT (Italian)","LV (Latvian)","LT (Lithuanian)","HU (Hungary)","MT (Maltese)","NL (Dutch)","PL (Polish)","PT (Portuguese)","SK (Slovakian)","SL (Slovenian)","FI (Finnish)","SV (Swedish)","RO (Romanian)","BG (Bulgarian)"
"title_napo_episode_8_0","Aligera la carga","Posviťme si na břemena",,"Napo in: Nimm's leicht!","KERGENDA  KANDAMIT !","ΜΕΙΩΣΤΕ ΤΗΝ ΚΑΤΑΠΟΝΗΣΗ!","Lighten the load","Napo in: Allégez la charge !","Napo in: Alleggerisci il carico!","Uzmanību - pārslodze!","MAŽINKIME KRŪVĮ","LEGYEN KÖNNYEBB A TEHER!","Ħaffef il-Piż","vertil je niet","MNIEJ DŹWIGAJ","Alivie a Carga","Chráňte svoje zdravie - ""Obmedzte záťaž""","NAREDITE SI BREME LAŽJE","Keveyttä työhön","Belasta rätt","Reduceţi efortul","Облекчете товара!"
"title_napo_episode_8_1","Tiempos modernos","Moderní doba","Moderne tider ","Moderne ""Stress""-Zeiten","Uued  ajad ","Μοντέρνοι καιροί","Modern 'stressful' times ","Stress des temps modernes","Ritmi stressanti","Jaunie Laiki","Dabartiniai laikai","MODERN IDŐK","Fi Żminjietna","moderne tijden","DZISIEJSZE CZASY","Tempos Modernos","Moderná doba","SODOBNI ČASI","Nykyaikaa","Moderna tider","Vremuri moderne","Съвременни случки"
"title_napo_episode_8_2","Divide y vencerás","Rozděl a panuj","Del og behersk ","Geteilte Last ist halbe Last","Jaga ja valitse ","Διαίρει και βασίλευε","Divide and rule ","Diviser pour régner","Divide et impera","Skaldi un Valdi","Skaldyk ir valdyk","OSZD MEG ÉS URALKODJ!","Aqsam u Stagħna","verdeel en heers","DZIEL I RZĄDŹ","Divide e Organiza","Rozdeľuj a panuj","DELI IN VLADAJ","Osita ja hallitse    ","Söndra och härska","Divide şi stăpâneşte","Разделяй и владей"
"title_napo_episode_8_3","Ergonomías drásticas","Ergonomie je zásadní","Gør-det-selv ergonomi ","Radikale Lösung","Radikaalne ergonoomika ","Εργονομία – Δραστικά μέτρα ","Radical ergonomics ","Ergonomie radicale","Soluzioni radicali","Radikālā Ergonomika","Radikalioji ergonomika","RADIKÁLIS ERGONÓMIA","Ergonomija Radikali","radicale ergonomie","RADYKALNE ROZWIĄZANIE","Ergonomia Radical","Radikálna ergonomika","SKRAJEN PRISTOP K ERGONOMIJI","Huomio ergonomiaan","Radikal ergonomi","Ergonomie radicală","Радикална ергономия"
"title_napo_episode_8_4","Gira y gritarás","Otáčej se s rozumem","Godt benarbejde ","Beinarbeit","Keerle ja pöörle ","Λάθος κίνηση","Twist and shout ","Jeu de jambes","Lavoro di gambe","Pagriezies pagriezies...","Jei suksiesi, tai rėksi","TVISZT ÉS KIÁLTÁS","‘Twist and Shout’","verdraaid!","POKRĘTNA SPRAWA","Twist e Lágrimas","Otáčaj sa s rozumom","»TWIST AND SHOUT«","Käänny ja aseta","Vrida och skrika","Răsuceşte-te şi strigă","Завива ми се свят"
"title_napo_episode_8_5","Sin agarre","Bez úchytek?","Få greb om tingene ","Ohne Haftung","Ei mingit haaret ","Χωρίς χειρολαβή","No grip ","Pas de prise","Nessuna presa"," Trūkst Tvēriena","Nėra kaip sugriebti","NINCS RAJTA FOGÁS","Minn fejn Taqbad","geen grip","PUNKT ZACZEPIENIA","Sem Esforço","Bez úchytiek?","BREZ OPRIJEMA","Kahva puuttuu","Inget grepp","Fără punct de prindere","Няма хващане"
"title_napo_episode_8_6","Altura de trabajo","Správná výška","Få fod på højden ","Eine Frage des Niveaus","Töötamiskõrgus ","Ύψος εργασίας","Working height ","Question de niveau","Questione d'altezza","Darba Augstums","Darbo aukštis","MUNKAMAGASSÁG","L-Għoli tax-Xogħol","werkhoogte","KAŻDEMU WEDŁUG WZROSTU","  Trabalho em Altura","Správna výška","DELOVNA VIŠINA","Työskentelykorkeus","Arbetshöjd","Lucrând la înălţime","Работната височина"
"title_napo_episode_8_7","Malas vibraciones","Vibrace","Dårlige vibrationer ","Unerschütterlich","Kahjulik vibratsioon ","Υπερβολικοί κραδασμοί","Bad vibrations ","Vibrations: danger !","Attenti alle vibrazioni","Sliktās Vibrācijas","Blogoji vibracija","ROSSZ A REZGÉS","Vibrazzjoni Ħażina","slechte trillingen","NEGATYWNE WIBRACJE","Más vibrações","Vibrácie","SLABE VIBRACIJE","Torjuttavaa tärinää","Dåliga vibrationer","Vibraţii dăunătoare","Проклетите вибрации"
